czech,english,pronunciation,cefr_level,audio,language,item_order,category,block_number
tiše,silently,sˈaɪləntli,A2,silently,1,1692,,
hloupý,silly,sˈɪli,A2,silly,1,1693,,
strach,fear,fˈɪɹ,A2,fear,1,1694,,
zeměkoule,globe,ɡlˈoʊb,A2,globe,1,1695,,
smysl,sense,sˈɛns,A2,sense,1,1696,,
stříbro,silver,sˈɪlvɚ,A2,silver,1,1697,,
chyba,fault,fˈɔlt,A2,fault,1,1698,,
stříbrný,silver,sˈɪlvɚ,A2,silver,1,1699,,
senior,senior,sˈiːnjɚ,A2,senior,1,1700,,
podobný,similar,sˈɪmɪlɚ,A2,similar,1,1701,,
funkce,feature,fˈiːtʃɚ,A2,feature,1,1702,,
opravit,fix,fˈɪks,A2,fix,1,1703,,
kotník,ankle,ˈæŋkəl,A2,ankle,1,1704,,
několik,several,sˈɛvɹəl,A2,several,1,1705,,
rybář,fisherman,fˈɪʃɚmən,A2,fisherman,1,1706,,
garáž,garage,ɡɚɹˈɑːʒ,A2,garage,1,1707,,
shot,shot,ʃˈɑːt,A2,shot,1,1708,,
desková hra,board game,bˈɔːɹd ɡˈeɪm,A2,board_game,1,1709,,
otravovat,annoy,ɐnˈɔɪ,A2,annoy,1,1710,,
křestní jméno,first name,fˈɜːst nˈeɪm,A2,first_name,1,1711,,
výkřik,shout,ʃˈaʊt,A2,shout,1,1712,,
česnek,garlic,ɡˈɑːɹlɪk,A2,garlic,1,1713,,
plyn,gas,ɡˈæs,A2,gas,1,1714,,
ukázat,show,ʃˈoʊ,A2,show,1,1715,,
sloužit,serve,sˈɜːv,A2,serve,1,1716,,
brána,gate,ɡˈeɪt,A2,gate,1,1717,,
pohlaví,gender,dʒˈɛndɚ,A2,gender,1,1718,,
znuděný,bored,bˈɔːɹd,A2,bored,1,1719,,
soubor,set,sˈɛt,A2,set,1,1720,,
generace,generation,dʒˌɛnɚɹˈeɪʃən,A2,generation,1,1721,,
zavřít,shut,ʃˈʌt,A2,shut,1,1722,,
odkončit,final,fˈaɪnəl,A2,final,1,1723,,
konečně,finally,fˈaɪnəli,A2,finally,1,1724,,
finále,final,fˈaɪnəl,A2,final,1,1725,,
jemný,gentle,dʒˈɛntəl,A2,gentle,1,1726,,
film,film,fˈɪlm,A2,film,1,1727,,
šéf,boss,bˈɔs,A2,boss,1,1728,,
výročí,anniversary,ˌænɪvˈɜːsɚɹi,A2,anniversary,1,1729,,
shromáždit,gather,ɡˈæðɚ,A2,gather,1,1730,,
jinak,differently,dˈɪfɹəntli,A2,differently,1,1731,,
esej,essay,ˈɛseɪ,A2,essay,1,1732,,
únik,escape,ɛskˈeɪp,A2,escape,1,1733,,
špagety,spaghetti,spɐɡˈɛɾi,A2,spaghetti,1,1734,,
pochyba,doubt,dˈaʊt,A2,doubt,1,1735,,
dvojnásobek,double,dˈʌbəl,A2,double,1,1736,,
od sebe,apart,ɐpˈɑːɹt,A2,apart,1,1737,,
sto,hundred,hˈʌndɹɪd,A2,hundred,1,1738,,
reproduktor,speaker,spˈiːkɚ,A2,speaker,1,1739,,
hotovo,done,dˈʌn,A2,done,1,1740,,
lov,hunt,hˈʌnt,B1,hunt,1,1741,,
lovit,hunt,hˈʌnt,B1,hunt,1,1742,,
lovec,hunter,hˈʌntɚ,A2,hunter,1,1743,,
byt,apartment,ɐpˈɑːɹtmənt,A2,apartment,1,1744,,
konkrétní,specific,spəsˈɪfɪk,A2,specific,1,1745,,
saké,sake,sˈeɪk,A2,sake,1,1746,,
plachtění,sailing,sˈeɪlɪŋ,A2,sailing,1,1747,,
závratě,dizzy,dˈɪzi,A2,dizzy,1,1748,,
zabezpečit,safe,sˈeɪf,A2,safe,1,1749,,
ID,ID,aɪdˈiː,A2,id,1,1750,,
průkaz totožnosti,ID card,aɪdˈiː kˈɑːɹd,A2,id_card,1,1751,,
rychlost,speed,spˈiːd,A2,speed,1,1752,,
rozdělit,divide,dᵻvˈaɪd,A2,divide,1,1753,,
bohužel,sadly,sˈædli,A2,sadly,1,1754,,
omlouvám se,apologise,ɐpˈɑːlədʒˌaɪz,A2,apologise,1,1755,,
rušit,disturb,dɪstˈɜːb,A2,disturb,1,1756,,
ohnout,bend,bˈɛnd,A2,bend,1,1757,,
kouzlit,spell,spˈɛl,A2,spell,1,1758,,
spěch,rush,ɹˈʌʃ,A2,rush,1,1759,,
plocha,space,spˈeɪs,A2,space,1,1760,,
kosmická loď,spaceship,spˈeɪsʃɪp,A2,spaceship,1,1761,,
sůl,salt,sˈɔlt,A2,salt,1,1762,,
řidičský průkaz,driving licence,dɹˈaɪvɪŋ lˈaɪsəns,A2,driving_licence,1,1763,,
brilantní,brilliant,bɹˈɪliənt,A2,brilliant,1,1764,,
hostitel,host,hˈoʊst,A2,host,1,1765,,
oblečený,dressed,dɹˈɛst,A2,dressed,1,1766,,
písčitý,sandy,sˈændi,A2,sandy,1,1767,,
zvuk,sound,sˈaʊnd,A2,sound,1,1768,,
výkres,drawing,dɹˈɔːɪŋ,A2,drawing,1,1769,,
nemocný,ill,ˈɪl,A2,ill,1,1770,,
výstavce,drawer,dɹˈɔːɹ,A2,drawer,1,1771,,
stejně,anyway,ˈɛnɪwˌeɪ,A2,anyway,1,1772,,
zdroj,source,sˈɔːɹs,A2,source,1,1773,,
jih,south,sˈaʊθ,A2,south,1,1774,,
ochutnat,sample,sˈæmpəl,A2,sample,1,1775,,
kromě,besides,bᵻsˈaɪdz,A2,besides,1,1776,,
však,however,haʊˈɛvɚ,A2,however,1,1777,,
kdekoli,anywhere,ˈɛnɪwˌɛɹ,A2,anywhere,1,1778,,
v centru města,downtown,dˈaʊntaʊn,A2,downtown,1,1779,,
dole,downstairs,dˈaʊnstɛɹz,A2,downstairs,1,1780,,
obejmout,hug,hˈʌɡ,A2,hug,1,1781,,
stáhnout,download,dˈaʊnloʊd,A2,download,1,1782,,
lidský,human,hjˈuːmən,A2,human,1,1783,,
remíza,draw,dɹˈɔː,A2,draw,1,1784,,
ilegální,illegal,ɪlˈiːɡəl,A2,illegal,1,1785,,
běh,running,ɹˈʌnɪŋ,A2,running,1,1786,,
obraz,image,ˈɪmɪdʒ,A2,image,1,1787,,
zklamaný,disappointed,dˌɪsɐpˈɔɪntᵻd,A2,disappointed,1,1788,,
objevit se,appear,ɐpˈɪɹ,A2,appear,1,1789,,
zmizet,disappear,dˌɪsɐpˈɪɹ,A2,disappear,1,1790,,
nesouhlasit,disagree,dˌɪsɐɡɹˈiː,A2,disagree,1,1791,,
výhoda,advantage,ɐdvˈæntɪdʒ,A2,advantage,1,1792,,
nevýhoda,disadvantage,dˌɪsɐdvˈæntɪdʒ,A2,disadvantage,1,1793,,
pás,belt,bˈɛlt,A2,belt,1,1794,,
lano,rope,ɹˈoʊp,A2,rope,1,1795,,
šíření,spread,spɹˈɛd,A2,spread,1,1796,,
vykořenit,root,ɹˈuːt,A2,root,1,1797,,
ředitel,director,dᵻɹˈɛktɚ,A2,director,1,1798,,
vzhled,appearance,ɐpˈɪɹəns,A2,appearance,1,1799,,
zklamáním,disappointing,dˌɪsɐpˈɔɪntɪŋ,A2,disappointing,1,1800,,
řídit,direct,dᵻɹˈɛkt,A2,direct,1,1801,,
směr,direction,dᵻɹˈɛkʃən,A2,direction,1,1802,,
palec,inch,ˈɪntʃ,A2,inch,1,1803,,
zahrnout,include,ɪŋklˈuːd,A2,include,1,1804,,
dinosaurus,dinosaur,dˈaɪnəsˌɔːɹ,A2,dinosaur,1,1805,,
hnědnout,brown,bɹˈaʊn,A2,brown,1,1806,,
ačkoli,although,ɔːlðˈoʊ,A2,although,1,1807,,
zvýšení,increase,ˈɪŋkɹiːs,A2,increase,1,1808,,
náměstí,square,skwˈɛɹ,A2,square,1,1809,,
čtverec,square,skwˈɛɹ,A2,square,1,1810,,
digitální fotoaparát,digital camera,dˈɪdʒɪɾəl kˈæmɹə,A2,digital_camera,1,1811,,
romantika,romance,ɹoʊmˈæns,A2,romance,1,1812,,
romantický,romantic,ɹoʊmˈæntɪk,A2,romantic,1,1813,,
hrůza,horror,hˈɔɹɚ,A2,horror,1,1814,,
zlepšit,improve,ɪmpɹˈuːv,A2,improve,1,1815,,
kolo,round,ɹˈaʊnd,A2,round,1,1816,,
běžec,runner,ɹˈʌnɚ,A2,runner,1,1817,,
rozlít,spill,spˈɪl,A2,spill,1,1818,,
představivost,imagination,ɪmˌædʒᵻnˈeɪʃən,A2,imagination,1,1819,,
pověst,rumour,ɹˈuːmɚ,A2,rumour,1,1820,,
displej,display,dɪsplˈeɪ,A2,display,1,1821,,
šplouchat,splash,splˈæʃ,A2,splash,1,1822,,
podíl,split,splˈɪt,A2,split,1,1823,,
zřejmě,apparently,ɐpˈæɹəntli,A2,apparently,1,1824,,
dopad,impact,ˈɪmpækt,A2,impact,1,1825,,
nechuť,dislike,dɪslˈaɪk,A2,dislike,1,1826,,
pacient,patient,pˈeɪʃənt,A2,patient,1,1827,,
trpělivý,patient,pˈeɪʃənt,A2,patient,1,1828,,
netrpělivý,impatient,ɪmpˈeɪʃənt,A2,impatient,1,1829,,
zničit,ruin,ɹˈuːɪn,A2,ruin,1,1830,,
zhruba,roughly,ɹˈʌfli,A2,roughly,1,1831,,
upřímný,honest,ˈɑːnɪst,B1,honest,1,1832,,
nečestný,dishonest,dɪsˈɑːnɪst,A2,dishonest,1,1833,,
diskuse,discussion,dɪskˈʌʃən,A2,discussion,1,1834,,
význam,importance,ɪmpˈɔːɹtəns,A2,importance,1,1835,,
lavice,bench,bˈɛntʃ,A2,bench,1,1836,,
důležité,importantly,ɪmpˈɔːɹtəntli,A2,importantly,1,1837,,
královský,royal,ɹˈɔɪəl,A2,royal,1,1838,,
objevit,discover,dɪskˈʌvɚ,A2,discover,1,1839,,
žasnout,marvel,mˈɑːɹvəl,C1,marvel,1,1840,,
úžasné,marvellous,mˈɑːɹvələs,A2,marvellous,1,1841,,
zapůsobit,impress,ɪmpɹˈɛs,A2,impress,1,1842,,
disko,disco,dˈɪskoʊ,A2,disco,1,1843,,
sportovní centrum,sports centre,spˈɔːɹts sˈɛntɚ,A2,sports_centre,1,1844,,
kolotoč,roundabout,ɹˈaʊndɐbˌaʊt,A2,roundabout,1,1845,,
ragby,rugby,ɹˈʌɡbi,A2,rugby,1,1846,,
lék,drug,dɹˈʌɡ,A2,drug,1,1847,,
lékárna,drugstore,dɹˈʌɡstɔːɹ,A2,drugstore,1,1848,,
snowboard,snowboard,snˈoʊbɔːɹd,B1,snowboard,1,1849,,
snowboarding,snowboarding,snˈoʊbɔːɹdɪŋ,A2,snowboarding,1,1850,,
energický,energetic,ˌɛnɚdʒˈɛɾɪk,A2,energetic,1,1851,,
školní práce,schoolwork,skˈuːlwɜːk,A2,schoolwork,1,1852,,
konec,ending,ˈɛndɪŋ,A2,ending,1,1853,,
ohrozit,endanger,ɛndˈeɪndʒɚ,B1,endanger,1,1854,,
ohrožený,endangered,ɛndˈeɪndʒɚd,A2,endangered,1,1855,,
mýdlo,soap,sˈoʊp,A2,soap,1,1856,,
sluchátka,headphone,hˈɛdfoʊn,A2,headphone,1,1857,,
ředitel školy,headteacher,hˈɛdtiːtʃɚ,A2,headteacher,1,1858,,
podporovat,encourage,ɛŋkˈɜːɹɪdʒ,A2,encourage,1,1859,,
školák,schoolchild,skˈuːltʃaɪld,A2,schoolchild,1,1860,,
vědecký,scientific,saɪəntˈɪfɪk,A2,scientific,1,1861,,
prázdný,empty,ˈɛmpti,A2,empty,1,1862,,
vytápět,heat,hˈiːt,B1,heat,1,1863,,
teplo,heat,hˈiːt,A2,heat,1,1864,,
topení,heating,hˈiːɾɪŋ,A2,heating,1,1865,,
vynořit se,emerge,ɪmˈɜːdʒ,B1,emerge,1,1866,,
stav nouze,emergency,ɪmˈɜːdʒənsi,A2,emergency,1,1867,,
těžce,heavily,hˈɛvili,A2,heavily,1,1868,,
trapný,embarrassing,ɛmbˈæɹəsɪŋ,A2,embarrassing,1,1869,,
rozpis,schedule,skˈɛdʒuːl,A2,schedule,1,1870,,
e-mail,email,ˈiːmeɪl,A2,email,1,1871,,
jinde,elsewhere,ˈɛlswɛɹ,A2,elsewhere,1,1872,,
společnost,society,səsˈaɪəɾi,A2,society,1,1873,,
ponožka,sock,sˈɑːk,A2,sock,1,1874,,
užitečný,helpful,hˈɛlpfəl,A2,helpful,1,1875,,
povýšit,elevate,ˈɛlɪvˌeɪt,C1,elevate,1,1876,,
výtah,elevator,ˈɛlɪvˌeɪɾɚ,A2,elevator,1,1877,,
slon,elephant,ˈɛlɪfənt,A2,elephant,1,1878,,
nenávist,hate,hˈeɪt,A2,hate,1,1879,,
obrovský,enormous,ɪnˈɔːɹməs,A2,enormous,1,1880,,
eskalátor,escalator,ˈɛskɐlˌeɪɾɚ,A2,escalator,1,1881,,
bavit,amuse,ɐmjˈuːz,B2,amuse,1,1882,,
pobavení,amusement,ɐmjˈuːzmənt,A2,amusement,1,1883,,
kouřit,smoke,smˈoʊk,A2,smoke,1,1884,,
chyba,error,ˈɛɹɚ,A2,error,1,1885,,
výkřik,scream,skɹˈiːm,A2,scream,1,1886,,
pobavený,amused,ɐmjˈuːzd,A2,amused,1,1887,,
hladký,smooth,smˈuːð,A2,smooth,1,1888,,
hladce,smoothly,smˈuːðli,A2,smoothly,1,1889,,
epizoda,episode,ˈɛpɪsˌoʊd,A2,episode,1,1890,,
snack,snack,snˈæk,A2,snack,1,1891,,
závist,envy,ˈɛnvi,A2,envy,1,1892,,
šťastně,happily,hˈæpɪli,A2,happily,1,1893,,
sněžení,snow,snˈoʊ,A2,snow,1,1894,,
štěstí,happiness,hˈæpɪnəs,A2,happiness,1,1895,,
kousat,bite,bˈaɪt,A2,bite,1,1896,,
bit,bit,bˈɪt,A2,bit,1,1897,,
vstoupit,enter,ˈɛntɚ,A2,enter,1,1898,,
vjezd,entrance,ˈɛntɹəns,A2,entrance,1,1899,,
sotva,hardly,hˈɑːɹdli,A2,hardly,1,1900,,
újma,harm,hˈɑːɹm,A2,harm,1,1901,,
škodlivý,harmful,hˈɑːɹmfəl,A2,harmful,1,1902,,
bavit,entertain,ˌɛntɚtˈeɪn,B1,entertain,1,1903,,
zábava,entertainment,ˌɛntɚtˈeɪnmənt,A2,entertainment,1,1904,,
harmonie,harmony,hˈɑːɹməni,A2,harmony,1,1905,,
sklidit,harvest,hˈɑːɹvɪst,A2,harvest,1,1906,,
dost,enough,ɪnˈʌf,A2,enough,1,1907,,
obálka,envelope,ˈɑːnvəlˌoʊp,A2,envelope,1,1908,,
zejména,especially,ɪspˈɛʃəli,A2,especially,1,1909,,
soda,soda,sˈoʊdə,A2,soda,1,1910,,
měkký,soft,sˈɔft,A2,soft,1,1911,,
udeřit,hit,hˈɪt,A2,hit,1,1912,,
hokej,hockey,hˈɑːki,A2,hockey,1,1913,,
východ,east,ˈiːst,A2,east,1,1914,,
snadno,easily,ˈiːzili,A2,easily,1,1915,,
ctižádost,ambition,æmbˈɪʃən,A2,ambition,1,1916,,
za,beyond,bᵻjˈɔnd,A2,beyond,1,1917,,
zemětřesení,earthquake,ˈɜːθkweɪk,A2,earthquake,1,1918,,
Země,earth,ˈɜːθ,A2,earth,1,1919,,
náušnice,earring,ˈɪɹɪŋ,A2,earring,1,1920,,
vydělat,earn,ˈɜːn,A2,earn,1,1921,,
už,anymore,ˌɛnɪmˈɔːɹ,A2,anymore,1,1922,,
měřítko,scale,skˈeɪl,A2,scale,1,1923,,
někde,somewhere,sˈʌmwɛɹ,A2,somewhere,1,1924,,
zlepšit se,better,bˈɛɾɚ,A2,better,1,1925,,
klobása,sausage,sˈɔːsɪdʒ,A2,sausage,1,1926,,
med,honey,hˈʌni,A2,honey,1,1927,,
čest,honour,ˈɑːnɚ,A2,honour,1,1928,,
prach,dust,dˈʌst,A2,dust,1,1929,,
během,during,dˈʊɹɹɪŋ,A2,during,1,1930,,
omáčka,sauce,sˈɔːs,A2,sauce,1,1931,,
uspokojit,satisfy,sˈæɾɪsfˌaɪ,A2,satisfy,1,1932,,
nevěsta,bride,bɹˈaɪd,A2,bride,1,1933,,
kachna,duck,dˈʌk,A2,duck,1,1934,,
vánek,breeze,bɹˈiːz,A2,breeze,1,1935,,
mezi,among,ɐmˈʌŋ,A2,among,1,1936,,
jednoho dne,someday,sˈʌmdeɪ,A2,someday,1,1937,,
hiphop,hiphop,hˈɪphɑːp,A2,hiphop,1,1938,,
nealkoholický nápoj,soft drink,sˈɔft dɹˈɪŋk,A2,soft_drink,1,1939,,
měkce,softly,sˈɔftli,A2,softly,1,1940,,
scenérie,scenery,sˈiːnɚɹi,A2,scenery,1,1941,,
software,software,sˈɔftwɛɹ,A2,software,1,1942,,
scéna,scene,sˈiːn,A2,scene,1,1943,,
elektrický,electric,ᵻlˈɛktɹɪk,A2,electric,1,1944,,
sebe,herself,hɜːsˈɛlf,A2,herself,1,1945,,
starší,elderly,ˈɛldɚli,A2,elderly,1,1946,,
Hej,hey,hˈeɪ,A2,hey,1,1947,,
účet,bill,bˈɪl,A2,bill,1,1948,,
někdo,somebody,sˈʌmbɑːdi,A2,somebody,1,1949,,
voják,soldier,sˈoʊldʒɚ,A2,soldier,1,1950,,
střední škola,high school,hˈaɪ skˈuːl,A2,high_school,1,1951,,
účinek,effect,ɪfˈɛkt,A2,effect,1,1952,,
vzdělávat,educate,ˈɛdʒuːkˌeɪt,B1,educate,1,1953,,
školství,education,ˌɛdʒuːkˈeɪʃən,A2,education,1,1954,,
vzdělávací,educational,ˌɛdʒuːkˈeɪʃənəl,A2,educational,1,1955,,
řešení,solution,səlˈuːʃən,A2,solution,1,1956,,
upravit,edit,ˈɛdɪt,B2,edit,1,1957,,
editor,editor,ˈɛdɪɾɚ,A2,editor,1,1958,,
redakční,editorial,ˌɛdɪtˈɔːɹɪəl,B2,editorial,1,1959,,
dálnice,highway,hˈaɪweɪ,A2,highway,1,1960,,
trampovat,hike,hˈaɪk,A2,hike,1,1961,,
turistika,hiking,hˈaɪkɪŋ,A2,hiking,1,1962,,
sám,himself,hɪmsˈɛlf,A2,himself,1,1963,,
úsilí,effort,ˈɛfɚt,A2,effort,1,1964,,
odrážet,reflect,ɹᵻflˈɛkt,A2,reflect,1,1965,,
nájemné,rent,ɹˈɛnt,A2,rent,1,1966,,
rám,frame,fɹˈeɪm,A2,frame,1,1967,,
prst na noze,toe,tˈoʊ,A2,toe,1,1968,,
autor,author,ˈɔːθɚ,A2,author,1,1969,,
povolení,permit,pˈɜːmɪt,B1,permit,1,1970,,
povolení,permission,pɚmˈɪʃən,A2,permission,1,1971,,
toast,toast,tˈoʊst,A2,toast,1,1972,,
křeslo,armchair,ˈɑːɹmtʃɛɹ,A2,armchair,1,1973,,
dnes,nowadays,nˈaʊədˌeɪz,A2,nowadays,1,1974,,
titul,title,tˈaɪɾəl,A2,title,1,1975,,
určitý,certain,sˈɜːʔn̩,A2,certain,1,1976,,
nejistý,uncertain,ʌnsˈɜːʔn̩,A2,uncertain,1,1977,,
balit,pack,pˈæk,A2,pack,1,1978,,
zvýšit,raise,ɹˈeɪz,A2,raise,1,1979,,
nehoda,accident,ˈæksɪdənt,A2,accident,1,1980,,
balíček,pack,pˈæk,A2,pack,1,1981,,
dálnice,motorway,mˈoʊɾɚwˌeɪ,A2,motorway,1,1982,,
osobnost,personality,pˌɜːsənˈælᵻɾi,A2,personality,1,1983,,
účel,purpose,pˈɜːpəs,A2,purpose,1,1984,,
Pacifik,pacific,pɐsˈɪfɪk,A2,pacific,1,1985,,
nepříjemný,uncomfortable,ʌŋkˈʌmftəbəl,A2,uncomfortable,1,1986,,
preferovat,prefer,pɹɪfˈɜː,A2,prefer,1,1987,,
tip,tip,tˈɪp,A2,tip,1,1988,,
předpovědět,predict,pɹɪdˈɪkt,A2,predict,1,1989,,
předpověď,prediction,pɹɪdˈɪkʃən,A2,prediction,1,1990,,
atom,atom,ˈæɾəm,A2,atom,1,1991,,
rozsah,range,ɹˈeɪndʒ,A2,range,1,1992,,
jízdní řád,timetable,tˈaɪmteɪbəl,A2,timetable,1,1993,,
většinou,mostly,mˈoʊstli,A2,mostly,1,1994,,
benzín,petrol,pˈɛtɹəl,A2,petrol,1,1995,,
čerpací stanice,petrol station,pˈɛtɹəl stˈeɪʃən,A2,petrol_station,1,1996,,
inzerovat,advertise,ˈædvɚtˌaɪz,B1,advertise,1,1997,,
inzerát,advertisement,ˌædvɚtˈaɪzmənt,A2,advertisement,1,1998,,
až do,till,tˈɪl,A2,till,1,1999,,
zatímco,while,wˈaɪl,A2,while,1,2000,,
vlastně,actually,ˈæktʃuːəli,A2,actually,1,2001,,
pozadí,background,bˈækɡɹaʊnd,A2,background,1,2002,,
invalidní vozík,wheelchair,wˈiːltʃɛɹ,A2,wheelchair,1,2003,,
plocha,area,ˈɛɹiə,A2,area,1,2004,,
vražda,murder,mˈɜːdɚ,A2,murder,1,2005,,
zpět,back,bˈæk,A2,back,1,2006,,
pokročit,advance,ɐdvˈæns,B1,advance,1,2007,,
pokročilý,advanced,ɐdvˈænst,A2,advanced,1,2008,,
pláštěnka,raincoat,ɹˈeɪŋkoʊt,A2,raincoat,1,2009,,
připravit,prepare,pɹɪpˈɛɹ,A2,prepare,1,2010,,
zubní kartáček,toothbrush,tˈuːθbɹʌʃ,A2,toothbrush,1,2011,,
pepř,pepper,pˈɛpɚ,A2,pepper,1,2012,,
dobře známý,well-known,wˈɛlnˈoʊn,A2,wellknown,1,2013,,
bolest zubů,toothache,tˈuːθeɪk,A2,toothache,1,2014,,
džbánek,mug,mˈʌɡ,A2,mug,1,2015,,
podstatné jméno,noun,nˈaʊn,A2,noun,1,2016,,
účet,account,ɐkˈaʊnt,A2,account,1,2017,,
západ,west,wˈɛst,A2,west,1,2018,,
dobrodružství,adventure,ɐdvˈɛntʃɚ,A2,adventure,1,2019,,
pohled,view,vjˈuː,A2,view,1,2020,,
tón,tone,tˈoʊn,A2,tone,1,2021,,
videohra,video game,vˈɪdɪoʊ ɡˈeɪm,A2,video_game,1,2022,,
paní,Ms,ˌɛmˈɛs,A2,ms,1,2023,,
perfektní,perfect,pˈɜːfɛkt,A2,perfect,1,2024,,
dokonale,perfectly,pˈɜːfɛktli,A2,perfectly,1,2025,,
mokré,wet,wˈɛt,A2,wet,1,2026,,
provést,perform,pɚfˈɔːɹm,A2,perform,1,2027,,
výkon,performance,pɚfˈɔːɹməns,A2,performance,1,2028,,
román,novel,nˈɑːvəl,A2,novel,1,2029,,
parfém,perfume,pˈɜːfjuːm,A2,perfume,1,2030,,
možná,perhaps,pɚhˈæps,A2,perhaps,1,2031,,
pronásledovat,pursue,pɚsˈuː,A2,pursue,1,2032,,
produkovat,produce,pɹədˈuːs,A2,produce,1,2033,,
punčocháče,tights,tˈaɪts,A2,tights,1,2034,,
další,additional,ɐdˈɪʃənəl,A2,additional,1,2035,,
spíše,rather,ɹˈæðɚ,A2,rather,1,2036,,
fyzicky,physically,fˈɪzɪkli,A2,physically,1,2037,,
výroba,production,pɹədˈʌkʃən,A2,production,1,2038,,
tisíc,thousand,θˈaʊzənd,A2,thousand,1,2039,,
upéct,bake,bˈeɪk,A2,bake,1,2040,,
pod vodou,underwater,ˌʌndɚwˈɔːɾɚ,A2,underwater,1,2041,,
myšlení,thought,θˈɔːt,A2,thought,1,2042,,
ačkoli,though,ðˈoʊ,A2,though,1,2043,,
hodnotit,rate,ɹˈeɪt,A2,rate,1,2044,,
hodnocení,rating,ɹˈeɪɾɪŋ,A2,rating,1,2045,,
profesionální,professional,pɹəfˈɛʃənəl,A2,professional,1,2046,,
zámoří,overseas,ˌoʊvɚsˈiːz,A2,overseas,1,2047,,
syrový,raw,ɹˈɔː,A2,raw,1,2048,,
ozbrojit,arm,ˈɑːɹm,B1,arm,1,2049,,
ozbrojený,armed,ˈɑːɹmd,A2,armed,1,2050,,
povolání,occupation,ˌɑːkjʊpˈeɪʃən,A2,occupation,1,2051,,
nadváha,overweight,ˌoʊvɚwˈeɪt,A2,overweight,1,2052,,
moderní,modern,mˈɑːdɚn,A2,modern,1,2053,,
model,model,mˈɑːdəl,A2,model,1,2054,,
nepříjemný,uneasy,ʌnˈiːzi,A2,uneasy,1,2055,,
paprsek,ray,ɹˈeɪ,A2,ray,1,2056,,
větrný,windy,wˈɪndi,A2,windy,1,2057,,
víno,wine,wˈaɪn,A2,wine,1,2058,,
hromada,pile,pˈaɪl,A2,pile,1,2059,,
poutník,pilgrim,pˈɪlɡɹɪm,A2,pilgrim,1,2060,,
vítěz,winner,wˈɪnɚ,A2,winner,1,2061,,
pilulka,pill,pˈɪl,A2,pill,1,2062,,
mobilní,mobile,mˈoʊbəl,A2,mobile,1,2063,,
tahat,pull,pˈʊl,A2,pull,1,2064,,
žíznivý,thirsty,θˈɜːsti,A2,thirsty,1,2065,,
architektura,architecture,ˈɑːɹkɪtˌɛktʃɚ,A2,architecture,1,2066,,
badminton,badminton,bˈædmɪntən,A2,badminton,1,2067,,
mešita,mosque,mˈɑːsk,A2,mosque,1,2068,,
rap,rap,ɹˈæp,A2,rap,1,2069,,
dub,oak,ˈoʊk,A2,oak,1,2070,,
inzerce,advertising,ˈædvɚtˌaɪzɪŋ,A2,advertising,1,2071,,
rada,advice,ɐdvˈaɪs,A2,advice,1,2072,,
celý,whole,hˈoʊl,A2,whole,1,2073,,
uvázat,tie,tˈaɪ,A2,tie,1,2074,,
uklizeno,tidy,tˈaɪdi,A2,tidy,1,2075,,
uklidit,tidy,tˈaɪdi,A2,tidy,1,2076,,
produkt,product,pɹˈɑːdʌkt,A2,product,1,2077,,
přesný,precise,pɹɪsˈaɪs,A2,precise,1,2078,,
koho,whom,hˈuːm,A2,whom,1,2079,,
radit,advise,ɐdvˈaɪz,A2,advise,1,2080,,
interpunkce,punctuation,pˌʌŋktʃuːˈeɪʃən,A2,punctuation,1,2081,,
přijmout,accept,ɐksˈɛpt,A2,accept,1,2082,,
přijatelný,acceptable,ɐksˈɛptəbəl,A2,acceptable,1,2083,,
přidání,addition,ɐdˈɪʃən,A2,addition,1,2084,,
široký,wide,wˈaɪd,A2,wide,1,2085,,
fyzikální,physical,fˈɪzɪkəl,A2,physical,1,2086,,
fotografování,photography,fətˈɑːɡɹəfi,A2,photography,1,2087,,
fotograf,photographer,fətˈɑːɡɹəfɚ,A2,photographer,1,2088,,
špatně,badly,bˈædli,A2,badly,1,2089,,
divoký,wild,wˈaɪld,A2,wild,1,2090,,
záležitost,affair,ɐfˈɛɹ,A2,affair,1,2091,,
hmotnost,weight,wˈeɪt,A2,weight,1,2092,,
pochopit,understand,ˌʌndɚstˈænd,A2,understand,1,2093,,
fotografie,photograph,fˈoʊɾəɡɹˌæf,A2,photograph,1,2094,,
sloveso,verb,vˈɜːb,A2,verb,1,2095,,
nálada,mood,mˈuːd,A2,mood,1,2096,,
hrom,thunder,θˈʌndɚ,B1,thunder,1,2097,,
bouřka,thunderstorm,θˈʌndɚstˌɔːɹm,A2,thunderstorm,1,2098,,
široce,widely,wˈaɪdli,A2,widely,1,2099,,
zvuk,audio,ˈɔːdɪˌoʊ,A2,audio,1,2100,,
muzeum,museum,mjuːzˈiəm,A2,museum,1,2101,,
oznámení,notice,nˈoʊɾɪs,A2,notice,1,2102,,
vytisknout,print,pɹˈɪnt,A2,print,1,2103,,
tiskárna,printer,pɹˈɪntɚ,A2,printer,1,2104,,
těstoviny,pasta,pˈɑːstə,A2,pasta,1,2105,,
cesta,path,pˈæθ,A2,path,1,2106,,
rychlý,quick,kwˈɪk,A2,quick,1,2107,,
kvalita,quality,kwˈɔlᵻɾi,A2,quality,1,2108,,
hlas,voice,vˈɔɪs,A2,voice,1,2109,,
pračka,washing machine,wˈɑːʃɪŋ məʃˈiːn,A2,washing_machine,1,2110,,
