czech,english,pronunciation,cefr_level,audio,language,item_order,category,block_number
čerpací stanice,petrol station,pˈɛtɹəl stˈeɪʃən,A2,petrol_station,1,2027,,
inzerovat,advertise,ˈædvɚtˌaɪz,B1,advertise,1,4371,,
inzerát,advertisement,ˌædvɚtˈaɪzmənt,A2,advertisement,1,2028,,
až do,till,tˈɪl,A2,till,1,2029,,
zatímco,while,wˈaɪl,A2,while,1,2030,,
vlastně,actually,ˈæktʃuːəli,A2,actually,1,2031,,
pozadí,background,bˈækɡɹaʊnd,A2,background,1,2032,,
invalidní vozík,wheelchair,wˈiːltʃɛɹ,A2,wheelchair,1,2033,,
plocha,area,ˈɛɹiə,A2,area,1,2034,,
vražda,murder,mˈɜːdɚ,A2,murder,1,2035,,
zpět,back,bˈæk,A2,back,1,2036,,
pokročit,advance,ɐdvˈæns,B1,advance,1,4349,,
pokročilý,advanced,ɐdvˈænst,A2,advanced,1,2037,,
pláštěnka,raincoat,ɹˈeɪŋkoʊt,A2,raincoat,1,2038,,
připravit,prepare,pɹɪpˈɛɹ,A2,prepare,1,2039,,
zubní kartáček,toothbrush,tˈuːθbɹʌʃ,A2,toothbrush,1,2040,,
pepř,pepper,pˈɛpɚ,A2,pepper,1,2041,,
dobře známý,well-known,wˈɛlnˈoʊn,A2,wellknown,1,2042,,
bolest zubů,toothache,tˈuːθeɪk,A2,toothache,1,2043,,
džbánek,mug,mˈʌɡ,A2,mug,1,2044,,
podstatné jméno,noun,nˈaʊn,A2,noun,1,2046,,
účet,account,ɐkˈaʊnt,A2,account,1,2047,,
západ,west,wˈɛst,A2,west,1,2049,,
dobrodružství,adventure,ɐdvˈɛntʃɚ,A2,adventure,1,2050,,
pohled,view,vjˈuː,A2,view,1,2051,,
tón,tone,tˈoʊn,A2,tone,1,2052,,
videohra,video game,vˈɪdɪoʊ ɡˈeɪm,A2,video_game,1,2053,,
paní,Ms,ˌɛmˈɛs,A2,ms,1,2054,,
perfektní,perfect,pˈɜːfɛkt,A2,perfect,1,2055,,
dokonale,perfectly,pˈɜːfɛktli,A2,perfectly,1,2057,,
mokré,wet,wˈɛt,A2,wet,1,2058,,
provést,perform,pɚfˈɔːɹm,A2,perform,1,2059,,
výkon,performance,pɚfˈɔːɹməns,A2,performance,1,2060,,
román,novel,nˈɑːvəl,A2,novel,1,2061,,
parfém,perfume,pˈɜːfjuːm,A2,perfume,1,2062,,
možná,perhaps,pɚhˈæps,A2,perhaps,1,2063,,
pronásledovat,pursue,pɚsˈuː,A2,pursue,1,2064,,
produkovat,produce,pɹədˈuːs,A2,produce,1,2065,,
punčocháče,tights,tˈaɪts,A2,tights,1,2066,,
další,additional,ɐdˈɪʃənəl,A2,additional,1,2067,,
spíše,rather,ɹˈæðɚ,A2,rather,1,2068,,
fyzicky,physically,fˈɪzɪkli,A2,physically,1,2069,,
výroba,production,pɹədˈʌkʃən,A2,production,1,2070,,
tisíc,thousand,θˈaʊzənd,A2,thousand,1,2071,,
upéct,bake,bˈeɪk,A2,bake,1,2072,,
pod vodou,underwater,ˌʌndɚwˈɔːɾɚ,A2,underwater,1,2073,,
myšlení,thought,θˈɔːt,A2,thought,1,2074,,
ačkoli,though,ðˈoʊ,A2,though,1,2075,,
hodnotit,rate,ɹˈeɪt,A2,rate,1,2099,,
hodnocení,rating,ɹˈeɪɾɪŋ,A2,rating,1,2076,,
profesionální,professional,pɹəfˈɛʃənəl,A2,professional,1,2077,,
zámoří,overseas,ˌoʊvɚsˈiːz,A2,overseas,1,2078,,
syrový,raw,ɹˈɔː,A2,raw,1,2079,,
ozbrojit,arm,ˈɑːɹm,B1,arm,1,3349,,
ozbrojený,armed,ˈɑːɹmd,A2,armed,1,2080,,
povolání,occupation,ˌɑːkjʊpˈeɪʃən,A2,occupation,1,2081,,
nadváha,overweight,ˌoʊvɚwˈeɪt,A2,overweight,1,2082,,
moderní,modern,mˈɑːdɚn,A2,modern,1,2083,,
model,model,mˈɑːdəl,A2,model,1,2084,,
nepříjemný,uneasy,ʌnˈiːzi,A2,uneasy,1,2086,,
paprsek,ray,ɹˈeɪ,A2,ray,1,2087,,
větrný,windy,wˈɪndi,A2,windy,1,2089,,
víno,wine,wˈaɪn,A2,wine,1,2090,,
hromada,pile,pˈaɪl,A2,pile,1,2091,,
poutník,pilgrim,pˈɪlɡɹɪm,A2,pilgrim,1,2093,,
vítěz,winner,wˈɪnɚ,A2,winner,1,2094,,
pilulka,pill,pˈɪl,A2,pill,1,2095,,
mobilní,mobile,mˈoʊbəl,A2,mobile,1,2096,,
tahat,pull,pˈʊl,A2,pull,1,2097,,
žíznivý,thirsty,θˈɜːsti,A2,thirsty,1,2098,,
architektura,architecture,ˈɑːɹkɪtˌɛktʃɚ,A2,architecture,1,2100,,
badminton,badminton,bˈædmɪntən,A2,badminton,1,2101,,
mešita,mosque,mˈɑːsk,A2,mosque,1,2102,,
rap,rap,ɹˈæp,A2,rap,1,2103,,
dub,oak,ˈoʊk,A2,oak,1,2104,,
inzerce,advertising,ˈædvɚtˌaɪzɪŋ,A2,advertising,1,2105,,
rada,advice,ɐdvˈaɪs,A2,advice,1,2106,,
celý,whole,hˈoʊl,A2,whole,1,2107,,
uvázat,tie,tˈaɪ,A2,tie,1,2108,,
uklizeno,tidy,tˈaɪdi,A2,tidy,1,2109,,
uklidit,tidy,tˈaɪdi,A2,tidy,1,2110,,
produkt,product,pɹˈɑːdʌkt,A2,product,1,2111,,
přesný,precise,pɹɪsˈaɪs,A2,precise,1,2112,,
koho,whom,hˈuːm,A2,whom,1,2113,,
radit,advise,ɐdvˈaɪz,A2,advise,1,2114,,
interpunkce,punctuation,pˌʌŋktʃuːˈeɪʃən,A2,punctuation,1,2115,,
přijmout,accept,ɐksˈɛpt,A2,accept,1,2133,,
přijatelný,acceptable,ɐksˈɛptəbəl,A2,acceptable,1,2116,,
přidání,addition,ɐdˈɪʃən,A2,addition,1,2117,,
široký,wide,wˈaɪd,A2,wide,1,2118,,
fyzikální,physical,fˈɪzɪkəl,A2,physical,1,2119,,
fotografování,photography,fətˈɑːɡɹəfi,A2,photography,1,2120,,
fotograf,photographer,fətˈɑːɡɹəfɚ,A2,photographer,1,2121,,
špatně,badly,bˈædli,A2,badly,1,2122,,
divoký,wild,wˈaɪld,A2,wild,1,2123,,
záležitost,affair,ɐfˈɛɹ,A2,affair,1,2124,,
hmotnost,weight,wˈeɪt,A2,weight,1,2125,,
pochopit,understand,ˌʌndɚstˈænd,A2,understand,1,2126,,
fotografie,photograph,fˈoʊɾəɡɹˌæf,A2,photograph,1,2127,,
sloveso,verb,vˈɜːb,A2,verb,1,2129,,
nálada,mood,mˈuːd,A2,mood,1,2130,,
hrom,thunder,θˈʌndɚ,B1,thunder,1,4235,,
bouřka,thunderstorm,θˈʌndɚstˌɔːɹm,A2,thunderstorm,1,2131,,
široce,widely,wˈaɪdli,A2,widely,1,2132,,
zvuk,audio,ˈɔːdɪˌoʊ,A2,audio,1,2134,,
muzeum,museum,mjuːzˈiəm,A2,museum,1,2135,,
oznámení,notice,nˈoʊɾɪs,A2,notice,1,2136,,
vytisknout,print,pɹˈɪnt,A2,print,1,2137,,
tiskárna,printer,pɹˈɪntɚ,A2,printer,1,2138,,
těstoviny,pasta,pˈɑːstə,A2,pasta,1,2139,,
cesta,path,pˈæθ,A2,path,1,2140,,
rychlý,quick,kwˈɪk,A2,quick,1,2141,,
kvalita,quality,kwˈɔlᵻɾi,A2,quality,1,2142,,
hlas,voice,vˈɔɪs,A2,voice,1,2144,,
pračka,washing machine,wˈɑːʃɪŋ məʃˈiːn,A2,washing_machine,1,2145,,
slovník,vocabulary,voʊkˈæbjʊlˌɛɹi,A2,vocabulary,1,2146,,
mytí nádobí,washing-up,wˈɑːʃɪŋˈʌp,A2,washingup,1,2147,,
hlučný,noisy,nˈɔɪzi,A2,noisy,1,2148,,
zabránit,prevent,pɹɪvˈɛnt,A2,prevent,1,2149,,
dosáhnout,achieve,ɐtʃˈiːv,A2,achieve,1,2150,,
nervový,nervous,nˈɜːvəs,A2,nervous,1,2151,,
poklad,treasure,tɹˈɛʒɚ,A2,treasure,1,2152,,
negativní,negative,nˈɛɡətˌɪv,A2,negative,1,2153,,
tiše,quietly,kwˈaɪətli,A2,quietly,1,2154,,
předstírat,pretend,pɹɪtˈɛnd,A2,pretend,1,2155,,
cestovatel,traveller,tɹˈævəlɚ,A2,traveller,1,2156,,
soukromé,private,pɹˈaɪvət,A2,private,1,2157,,
cestování,travel,tɹˈævəl,A2,travel,1,2159,,
astronaut,astronaut,ˈæstɹənˌɔːt,A2,astronaut,1,2160,,
přestat,quit,kwˈɪt,A2,quit,1,2161,,
sdružení,association,ɐsˌoʊsɪˈeɪʃən,A2,association,1,2162,,
PC,PC,pˌiːsˈiː,A2,pc,1,2163,,
past,trap,tɹˈæp,A2,trap,1,2164,,
docela,quite,kwˈaɪt,A2,quite,1,2165,,
vlna,wave,wˈeɪv,A2,wave,1,2166,,
argument,argument,ˈɑːɹɡjuːmənt,A2,argument,1,2167,,
hrášek,pea,pˈiː,A2,pea,1,2168,,
nikdo,nobody,nˈoʊbɑːdi,A2,nobody,1,2169,,
klam,trick,tɹˈɪk,A2,trick,1,2170,,
skutečně,truly,tɹˈuːli,A2,truly,1,2171,,
vyhnout se,avoid,ɐvˈɔɪd,A2,avoid,1,2172,,
důvěřovat,trust,tɹˈʌst,A2,trust,1,2173,,
zprůměrovat,average,ˈævɹɪdʒ,A2,average,1,2174,,
hlavní,principal,pɹˈɪnsɪpəl,A2,principal,1,2175,,
kolem,around,ɚɹˈaʊnd,A2,around,1,2176,,
přiznat,admit,ɐdmˈɪt,A2,admit,1,2177,,
akt,act,ˈækt,A2,act,1,2178,,
vedle,next to,nˈɛkst tuː,A2,next_to,1,2179,,
napříč,across,əkɹˈɑːs,A2,across,1,2180,,
problémy,trouble,tɹˈʌbəl,A2,trouble,1,2181,,
přes,across,əkɹˈɑːs,A2,across,1,2182,,
průměrný,average,ˈævɹɪdʒ,A2,average,1,2183,,
pravda,truth,tɹˈuːθ,A2,truth,1,2184,,
síť,net,nˈɛt,A2,net,1,2185,,
zaparkovat,park,pˈɑːɹk,A2,park,1,2186,,
část,part,pˈɑːɹt,A2,part,1,2272,,
částečně,partly,pˈɑːɹtli,A2,partly,1,2187,,
další,next,nˈɛkst,A2,next,1,2188,,
královna,queen,kwˈiːn,A2,queen,1,2189,,
cena,award,ɐwˈɔːɹd,A2,award,1,2190,,
peněženka,wallet,wˈɔlɪt,A2,wallet,1,2191,,
nikdo,no one,nˈoʊwˈʌn,A2,no_one,1,2192,,
bloudit,wander,wˈɔndɚ,A2,wander,1,2193,,
zkusit,try,tɹˈaɪ,A2,try,1,2194,,
přihrávka,pass,pˈæs,A2,pass,1,2195,,
přejít,pass,pˈæs,A2,pass,1,2196,,
průchod,passage,pˈæsɪdʒ,A2,passage,1,2197,,
cestující,passenger,pˈæsɪndʒɚ,A2,passenger,1,2198,,
obdivovat,admire,ɐdmˈaɪɚ,A2,admire,1,2199,,
hrdost,pride,pɹˈaɪd,A2,pride,1,2200,,
chůze,walking,wˈɔːkɪŋ,A2,walking,1,2201,,
návštěvník,visitor,vˈɪzɪɾɚ,A2,visitor,1,2202,,
naladit,tune,tˈuːn,A2,tune,1,2203,,
klidný,peaceful,pˈiːsfəl,A2,peaceful,1,2204,,
web,web,wˈɛb,A2,web,1,2205,,
webová stránka,web page,wˈɛb pˈeɪdʒ,A2,web_page,1,2206,,
provoz,traffic,tɹˈæfɪk,A2,traffic,1,2208,,
semafor,traffic light,tɹˈæfɪk lˈaɪt,A2,traffic_light,1,2207,,
webové stránky,website,wˈɛbsaɪt,A2,website,1,2209,,
tradice,tradition,tɹɐdˈɪʃən,A2,tradition,1,2211,,
tradiční,traditional,tɹɐdˈɪʃənəl,A2,traditional,1,2210,,
svatba,wedding,wˈɛdɪŋ,A2,wedding,1,2212,,
tajemství,mystery,mˈɪstɚɹi,A2,mystery,1,2213,,
obchod,trade,tɹˈeɪd,A2,trade,1,2214,,
tajemný,mysterious,mɪstˈɪɹiəs,A2,mysterious,1,2215,,
automaticky,automatically,ˌɔːɾəmˈæɾɪkli,A2,automatically,1,2216,,
já sám,myself,maɪsˈɛlf,A2,myself,1,2217,,
obec,village,vˈɪlɪdʒ,A2,village,1,2219,,
dráha,track,tɹˈæk,A2,track,1,2220,,
neobvyklý,unusual,ʌnjˈuːʒuːəl,A2,unusual,1,2221,,
automatizovat,automate,ˈɔːɾəmˌeɪt,C2,automate,1,9332,,
automatický,automatic,ˌɔːɾəmˈæɾɪk,A2,automatic,1,2222,,
všední den,weekday,wˈiːkdeɪ,A2,weekday,1,2223,,
dospělý,adult,ɐdˈʌlt,A2,adult,1,2225,,
týdně,weekly,wˈiːkli,A2,weekly,1,2226,,
plakat,weep,wˈiːp,A2,weep,1,2228,,
k,towards,təwˈɔːɹdz,A2,towards,1,2229,,
turista,tourist,tˈʊɹɹɪst,A2,tourist,1,2230,,
vážit,weigh,wˈeɪ,A2,weigh,1,2231,,
turné,tour,tˈʊɹ,A2,tour,1,2233,,
průvodce,tour guide,tˈʊɹ ɡˈaɪd,A2,tour_guide,1,2232,,
hudební,musical,mjˈuːzɪkəl,A2,musical,1,2234,,
pomáhat,assist,ɐsˈɪst,B1,assist,1,2943,,
asistent,assistant,ɐsˈɪstənt,A2,assistant,1,2235,,
ubrousek,napkin,nˈæpkɪn,A2,napkin,1,2236,,
malíř,painter,pˈeɪntɚ,A2,painter,1,2237,,
dvakrát,twice,twˈaɪs,A2,twice,1,2238,,
tlak,pressure,pɹˈɛʃɚ,A2,pressure,1,2239,,
kvíz,quiz,kwˈɪz,A2,quiz,1,2240,,
nutné,necessary,nˈɛsᵻsɚɹi,A2,necessary,1,2241,,
téměř,nearly,nˈɪɹli,A2,nearly,1,2242,,
panika,panic,pˈænɪk,A2,panic,1,2243,,
slabý,weak,wˈiːk,A2,weak,1,2244,,
hrozné,awful,ˈɔːfəl,A2,awful,1,2245,,
pro,pro,pɹˈoʊ,A2,pro,1,2247,,
argumentovat,argue,ˈɑːɹɡjuː,A2,argue,1,2248,,
normální,normal,nˈɔːɹməl,A2,normal,1,2249,,
příroda,nature,nˈeɪtʃɚ,A2,nature,1,2250,,
pánev,pan,pˈæn,A2,pan,1,2251,,
přírodní,natural,nˈætʃɚɹəl,A2,natural,1,2252,,
rodák,native,nˈeɪɾɪv,A2,native,1,2253,,
hruška,pear,pˈɛɹ,A2,pear,1,2254,,
sever,north,nˈɔːɹθ,A2,north,1,2255,,
sportovec,athlete,ˈæθliːt,A2,athlete,1,2256,,
trénovat,train,tɹˈeɪn,A2,train,1,2257,,
přídavné jméno,adjective,ˈædʒɪktˌɪv,A2,adjective,1,2258,,
násilný,violent,vˈaɪələnt,A2,violent,1,2259,,
raketa,racket,ɹˈækɪt,A2,racket,1,2260,,
housle,violin,vaɪəlˈɪn,A2,violin,1,2261,,
houba,mushroom,mˈʌʃɹuːm,A2,mushroom,1,2262,,
upravit,adjust,ɐdʒˈʌst,A2,adjust,1,2263,,
kamarád,pal,pˈæl,A2,pal,1,2264,,
bohatství,wealth,wˈɛlθ,A2,wealth,1,2267,,
tramvaj,tram,tɹˈæm,A2,tram,1,2268,,
výcvik,training,tɹˈeɪnɪŋ,A2,training,1,2270,,
proto,therefore,ðˈɛɹfɔːɹ,A2,therefore,1,2271,,
směs,mix,mˈɪks,A2,mix,1,2273,,
na rozdíl od,unlike,ʌnlˈaɪk,A2,unlike,1,2274,,
cibule,onion,ˈʌniən,A2,onion,1,2275,,
množný,plural,plˈʊɹɹəl,A2,plural,1,2276,,
plus,plus,plˈʌs,A2,plus,1,2277,,
balón,balloon,bəlˈuːn,A2,balloon,1,2278,,
pošta,post office,pˈoʊst ˈɑːfɪs,A2,post_office,1,2279,,
online,online,ˈɑːnlaɪn,A2,online,1,2280,,
poskytnout,provide,pɹəvˈaɪd,A2,provide,1,2281,,
člen,member,mˈɛmbɚ,A2,member,1,2282,,
umělý,artificial,ˌɑːɹɾɪfˈɪʃəl,A2,artificial,1,2283,,
patro,upstairs,ʌpstˈɛɹz,A2,upstairs,1,2284,,
meloun,melon,mˈɛlən,A2,melon,1,2285,,
Pozor,attention,ɐtˈɛnʃən,A2,attention,1,2286,,
mrkev,carrot,kˈæɹət,A2,carrot,1,2287,,
psaní,writing,ɹˈaɪɾɪŋ,A2,writing,1,2288,,
zaznamenat,record,ɹˈɛkɚd,A2,record,1,2289,,
útok,attack,ɐtˈæk,A2,attack,1,2290,,
pošta,post,pˈoʊst,A2,post,1,2291,,
úkol,task,tˈæsk,A2,task,1,2292,,
ukázat,point,pˈɔɪnt,A2,point,1,2293,,
hotovost,cash,kˈæʃ,A2,cash,1,2294,,
křivdit,wrong,ɹˈɔŋ,A2,wrong,1,2295,,
kazeta,cassette,kɐsˈɛt,A2,cassette,1,2296,,
útočit,attack,ɐtˈæk,A2,attack,1,2297,,
cíl,target,tˈɑːɹɡɪt,A2,target,1,2298,,
hrad,castle,kˈæsəl,A2,castle,1,2299,,
naštvaný,upset,ʌpsˈɛt,A2,upset,1,2300,,
páska,tape,tˈeɪp,A2,tape,1,2301,,
možná,possibly,pˈɑːsᵻbli,A2,possibly,1,2302,,
zmínka,mention,mˈɛnʃən,A2,mention,1,2303,,
v zahraničí,abroad,ɐbɹˈɔːd,A2,abroad,1,2305,,
menu,menu,mˈɛnjuː,A2,menu,1,2306,,
dostávat,receive,ɹᵻsˈiːv,A2,receive,1,2307,,
nedávné,recent,ɹˈiːsənt,A2,recent,1,2308,,
nedávno,recently,ɹˈiːsəntli,A2,recently,1,2309,,
příjemný,pleasant,plˈɛzənt,A2,pleasant,1,2310,,
jednotka,unit,jˈuːnɪt,A2,unit,1,2311,,
dospívající,teenager,tˈiːneɪdʒɚ,A2,teenager,1,2312,,
omeleta,omelette,ˈɑːmlət,A2,omelette,1,2313,,
použití,use,jˈuːs,A2,use,1,2316,,
použitý,used,jˈuːzd,A2,used,1,2314,,
recepce,reception,ɹᵻsˈɛpʃən,B1,reception,1,3289,,
recepční,receptionist,ɹᵻsˈɛpʃənˌɪst,A2,receptionist,1,2318,,
napřed,ahead,ɐhˈɛd,A2,ahead,1,2319,,
metoda,method,mˈɛθəd,A2,method,1,2320,,
klepnout,tap,tˈæp,A2,tap,1,2321,,
metr,metre,mˈiːɾɚ,A2,metre,1,2322,,
strachovat se,worry,wˈʌɹi,A2,worry,1,2326,,
ustaraný,worried,wˈʌɹid,A2,worried,1,2323,,
kov,metal,mˈɛɾəl,A2,metal,1,2324,,
příjemný,pleasing,plˈiːzɪŋ,A2,pleasing,1,2325,,
univerzita,university,jˌuːnɪvˈɜːsᵻɾi,A2,university,1,2327,,
postoj,attitude,ˈæɾɪtˌuːd,A2,attitude,1,2328,,
správné,proper,pɹˈɑːpɚ,A2,proper,1,2329,,
roztrhnout,tear,tˈɪɹ,A2,tear,1,2330,,
horší,worse,wˈɜːs,A2,worse,1,2331,,
spousta,plenty,plˈɛnti,A2,plenty,1,2332,,
z,out of,ˈaʊɾəv,A2,out_of,1,2333,,
nejhorší,worst,wˈɜːst,A2,worst,1,2334,,
neznámý,unknown,ʌnnˈoʊn,A2,unknown,1,2335,,
publikum,audience,ˈɔːdiəns,A2,audience,1,2336,,
potěšen,pleased,plˈiːzd,A2,pleased,1,2337,,
lékařský,medical,mˈɛdɪkəl,A2,medical,1,2338,,
medaile,medal,mˈɛdəl,A2,medal,1,2339,,
možné,possible,pˈɑːsᵻbəl,A2,possible,1,2340,,
století,century,sˈɛntʃɚɹi,A2,century,1,2341,,
organizovat,organise,ˈɔːɹɡɐnˌaɪz,A2,organise,1,2347,,
organizovaný,organised,ˈɔːɹɡɐnˌaɪzd,A2,organised,1,2342,,
cereálie,cereal,sˈiəɹɪəl,A2,cereal,1,2343,,
mládí,youth,jˈuːθ,A2,youth,1,2344,,
jistě,certainly,sˈɜːʔn̩li,A2,certainly,1,2346,,
pokus,attempt,ɐtˈɛmpt,A2,attempt,1,2349,,
parkoviště,car park,kˈɑːɹ pˈɑːɹk,A2,car_park,1,2350,,
řetěz,chain,tʃˈeɪn,A2,chain,1,2351,,
pozice,position,pəzˈɪʃən,A2,position,1,2352,,
tábořit,camp,kˈæmp,A2,camp,1,2353,,
předseda,chairman,tʃˈɛɹmən,A2,chairman,1,2354,,
zóna,zone,zˈoʊn,A2,zone,1,2356,,
výzva,challenge,tʃˈælɪndʒ,A2,challenge,1,2357,,
materiál,material,mətˈɪɹiəl,A2,material,1,2358,,
šampaňské,champagne,ʃæmpˈeɪn,A2,champagne,1,2359,,
bankovnictví,banking,bˈæŋkɪŋ,A2,banking,1,2360,,
mistr,champion,tʃˈæmpiən,B1,champion,1,3771,,
mistrovství,championship,tʃˈæmpiənʃˌɪp,A2,championship,1,2361,,
velké písmeno,capital letter,kˈæpɪɾəl lˈɛɾɚ,A2,capital_letter,1,2362,,
šance,chance,tʃˈæns,A2,chance,1,2363,,
kapitál,capital,kˈæpɪɾəl,A2,capital,1,2364,,
odkazovat,refer,ɹᵻfˈɜː,A2,refer,1,2365,,
populární,popular,pˈɑːpjʊlɚ,A2,popular,1,2366,,
objednat,order,ˈɔːɹdɚ,A2,order,1,2367,,
portrét,portrait,pˈɔːɹtɹɪt,A2,portrait,1,2368,,
populace,population,pˌɑːpjʊlˈeɪʃən,A2,population,1,2369,,
kapitola,chapter,tʃˈæptɚ,A2,chapter,1,2370,,
kapitán,captain,kˈæptɪn,A2,captain,1,2371,,
příjem,receipt,ɹᵻsˈiːt,A2,receipt,1,2372,,
znečišťovat,pollute,pəlˈuːt,A2,pollute,1,2373,,
max,max,mˈæks,A2,max,1,2374,,
plechovka,can,kˈæn,A2,can,1,2375,,
recyklovat,recycle,ɹᵻsˈaɪkəl,A2,recycle,1,2376,,
zbytečné,unnecessary,ʌnnˈɛsᵻsɚɹi,A2,unnecessary,1,2377,,
jo,yeah,jˈɛh,A2,yeah,1,2378,,
nepříjemný,unpleasant,ʌnplˈɛzənt,A2,unpleasant,1,2379,,
provozovat,operate,ˈɑːpɚɹˌeɪt,A2,operate,1,2380,,
na,upon,əpˈɑːn,A2,upon,1,2381,,
policie,police,pəlˈiːs,A2,police,1,2382,,
způsobit,cause,kˈɔːz,A2,cause,1,2383,,
policejní důstojník,police officer,pəlˈiːs ˈɑːfɪsɚ,A2,police_officer,1,2384,,
policejní stanici,police station,pəlˈiːs stˈeɪʃən,A2,police_station,1,2385,,
policista,policeman,pəlˈiːsmən,A2,policeman,1,2386,,
policistka,policewoman,pəlˈiːswʊmən,A2,policewoman,1,2387,,
sirotek,orphan,ˈɔːɹfən,A2,orphan,1,2388,,
centimetr,centimetre,sˈɛntɪmˌiːɾɚ,A2,centimetre,1,2389,,
názor,opinion,əpˈɪniən,A2,opinion,1,2390,,
kampus,campus,kˈæmpəs,A2,campus,1,2391,,
zdvořilý,polite,pəlˈaɪt,A2,polite,1,2392,,
příležitost,opportunity,ɑːpɚtˈuːnᵻɾi,A2,opportunity,1,2393,,
politický,political,pəlˈɪɾɪkəl,A2,political,1,2394,,
zamýšlet,mean,mˈiːn,A2,mean,1,2395,,
oponovat,oppose,əpˈoʊz,A2,oppose,1,2396,,
kempování,camping,kˈæmpɪŋ,A2,camping,1,2397,,
talent,talent,tˈælənt,A2,talent,1,2398,,
naproti,opposite,ˈɑːpəzˌɪt,A2,opposite,1,2399,,
původní,original,ɚɹˈɪdʒɪnəl,A2,original,1,2400,,
břeh řeky,bank,bˈæŋk,A2,bank,1,2401,,
schopnost,ability,ɐbˈɪləɾi,A2,ability,1,2402,,
cent,cent,sˈɛnt,A2,cent,1,2403,,
centrum,centre,sˈɛntɚ,A2,centre,1,2404,,
význam,meaning,mˈiːnɪŋ,A2,meaning,1,2405,,
dětské hřiště,playground,plˈeɪɡɹaʊnd,A2,playground,1,2406,,
sebe,ourselves,aʊɚsˈɛlvz,A2,ourselves,1,2407,,
hravý,playful,plˈeɪfəl,A2,playful,1,2408,,
realizovat,realise,ɹˈiːəlaɪz,A2,realise,1,2409,,
psycholog,psychologist,saɪkˈɑːlədʒˌɪst,A2,psychologist,1,2410,,
chybějící,missing,mˈɪsɪŋ,A2,missing,1,2411,,
činidlo,agent,ˈeɪdʒənt,A2,agent,1,2413,,
divit se,wonder,wˈʌndɚ,A2,wonder,1,2414,,
proti,against,ɐɡˈɛnst,A2,against,1,2415,,
balkón,balcony,bˈælkəni,A2,balcony,1,2416,,
nedůležité,unimportant,ˌʌnɪmpˈɔːɹtənt,A2,unimportant,1,2417,,
spící,asleep,ɐslˈiːp,A2,asleep,1,2418,,
hodnota,value,vˈæljuː,A2,value,1,2419,,
obvyklý,usual,jˈuːʒuːəl,A2,usual,1,2420,,
nabídka,offer,ˈɔfɚ,A2,offer,1,2421,,
učebnice,textbook,tˈɛkstbʊk,A2,textbook,1,2422,,
textovou zprávu,text message,tˈɛkst mˈɛsɪdʒ,A2,text_message,1,2423,,
nezapomenutelný,unforgettable,ʌnfɚɡˈɛɾəbəl,A2,unforgettable,1,2424,,
planeta,planet,plˈænɪt,A2,planet,1,2425,,
v,within,wɪðˈɪn,A2,within,1,2426,,
zrcadlo,mirror,mˈɪɹɚ,A2,mirror,1,2427,,
trouba,oven,ˈʌvən,A2,oven,1,2428,,
dřevo,wood,wˈʊd,A2,wood,1,2429,,
nešťastný,unhappy,ʌnhˈæpi,A2,unhappy,1,2430,,
vyděsit,terrify,tˈɛɹᵻfˌaɪ,A2,terrify,1,2431,,
olej,oil,ˈɔɪl,A2,oil,1,2433,,
slib,promise,pɹˈɑːmɪs,A2,promise,1,2434,,
dřevěný,wooden,wˈʊdən,A2,wooden,1,2435,,
nad,over,ˈoʊvɚ,A2,over,1,2436,,
jednotný,uniform,jˈuːnɪfˌɔːɹm,A2,uniform,1,2437,,
moc,power,pˈaʊɚ,A2,power,1,2438,,
nabízet,offer,ˈɔfɚ,A2,offer,1,2439,,
vlna,wool,wˈʊl,A2,wool,1,2440,,
minerální voda,mineral water,mˈɪnɚɹəl wˈɔːɾɚ,A2,mineral_water,1,2441,,
nalít,pour,pˈɔːɹ,A2,pour,1,2442,,
přání,wish,wˈɪʃ,A2,wish,1,2443,,
ve věku,aged,ˈeɪdʒd,A2,aged,1,2444,,
údolí,valley,vˈæli,A2,valley,1,2445,,
rostlina,plant,plˈænt,A2,plant,1,2446,,
nezdravý,unhealthy,ʌnhˈɛlθi,A2,unhealthy,1,2447,,
jejich,theirs,ðˈɛɹz,A2,theirs,1,2448,,
talíř,plate,plˈeɪt,A2,plate,1,2449,,
olivový olej,olive oil,ˈɑːlɪv ˈɔɪl,A2,olive_oil,1,2450,,
moc,might,mˈaɪt,A2,might,1,2451,,
vyslovit,pronounce,pɹənˈaʊns,A2,pronounce,1,2453,,
soucit,pity,pˈɪɾi,A2,pity,1,2454,,
atraktivní,attractive,ɐtɹˈæktɪv,A2,attractive,1,2455,,
teplota,temperature,tˈɛmpɹɪtʃɚ,A2,temperature,1,2456,,
jako,as,ˈæz,A2,as,1,2457,,
veřejný,public,pˈʌblɪk,A2,public,1,2458,,
spravedlivý,fair,fˈɛɹ,B1,fair,1,4668,,
nespravedlivé,unfair,ʌnfˈɛɹ,A2,unfair,1,2459,,
polední,midday,mˌɪddˈeɪ,A2,midday,1,2460,,
výslovnost,pronunciation,pɹənˌʌnsɪˈeɪʃən,A2,pronunciation,1,2461,,
dosáhnout,reach,ɹˈiːtʃ,A2,reach,1,2462,,
text,text,tˈɛkst,A2,text,1,2463,,
užitečný,useful,jˈuːsfəl,A2,useful,1,2464,,
bohužel,unfortunately,ʌnfˈɔːɹtʃənətli,A2,unfortunately,1,2465,,
