#separator:tab
#html:false
comic     - 3 -	comic      1. komický 2. komik 3. komiks
tits       - 1 -	tits      kozy (prsa, slang.)
whenever       - 3 -	whenever      1. kdykoli, vždycky když  2. kdy vlastně, kdy vůbec  3. kdy(pak) vlastně (zdůraznění otázky)
accessibility       - 1 -	accessibility      přístupnost, dostupnost
accordingly       - 2 -	accordingly      1. odpovídajícím způsobem, podle toho 2. tedy, tudíž
against       - 4 -	against      1. o, do, k 2. proti, vůči 3. i přes, i při 4. ve vztahu k, v porovnání s
agreed       - 2 -	agreed      1. dohodnutý, sjednaný 2. odsouhlasený
approved       - 1 -	approved      schválený, odsouhlasený
bob       - 4 -	bob      1. pohupovat se (nahoru a dolů) 2. ostříhat na mikádo 3. šilas (slang.) 4. mikádo
committed       - 1 -	committed      věrný, oddaný, pevně stojící za (v jednání ap.)
eligibility       - 2 -	eligibility          1. způsobilost, vyhovění požadavkům 2. volitelnost (dle daných podmínek)
escort       - 3 -	escort      1. doprovod 2. doprovodit, doprovázet 3. společnice
incorporated       - 2 -	incorporated      1. v/začleněný 2. zapsaný v rejstříku
inform       - 3 -	inform      1. informovat 2. donášet, udat 3. prodchnout
matrix       - 5 -	matrix      1. matice (číselná) 2. maticový 3. živná půda, příhodné prostředí (pro rozvoj ap.) 4. licí/odlévací forma 5. mezibuněčná hmota (anat.)
minimum       - 2 -	minimum      1. minimum, nejmenší/nejnižší (možný)  2. minimálně
noticed       - 1 -	noticed      zachycený, zaregistrovaný
nursing       - 4 -	nursing      1. opatrující 2. kojící 3. ošetřování 4. pečovatelský, ošetřovatelský, opatrovnický
observed       - 1 -	observed            pozorovaný, sledovaný
opposed       - 2 -	opposed      1. jsoucí proti čemu, odporující, oponující  2. protikladný, protichůdný
overnight       - 6 -	overnight      1. přes noc 2. ze dne na den 3. konaný v noci, nabízený na noc 4. okamžitý (úspěch ap.) 5. přenocovat, zůstat přes noc 6. přenocování
ratio       - 1 -	ratio      poměr čeho k čemu, podíl čeho
reached       - 1 -	reached      dosažený
recruitment       - 2 -	recruitment      1. nábor 2. odvod (vojenský)
said       - 1 -	said            řečený, (výše) zmíněný
scales       - 1 -	scales      váhy, váha (přístroj)
separated       - 2 -	separated      1. žijící odděleně 2. oddělený, odloučený
stainless       - 3 -	stainless      1. nerezový, nerezavějící 2. bez poskvrn(k)y 3. nerez
tribune       - 3 -	tribune      1. tribun (lidu) 2. biskupský stolec 3. ochoz
tub       - 5 -	tub      1. káď, džber, bečka  2. vanička, kelímek (obal) 3. vana (US) 4. koupat (se) ve vaně 5. koupat se (GB slang.)
unavailable       - 1 -	unavailable      nedostupný, nejsoucí k sehnání
watched       - 1 -	watched        sledovaný
whilst       - 1 -	whilst      zatímco, když
zoom       - 4 -	zoom      1. řítit se, uhánět, přehnat se 2. prudce stoupat (letadlo) 3. přibližovací 4. vyletět nahoru (hodnota)
allowed       - 2 -	allowed      1. dovolený, povolený        2. vpuštěný (divák ap.)
announced       - 1 -	announced      oznámený, anoncovaný
applicable       - 3 -	applicable       1. hodící se 2. platný, uplatnitelný 3. příslušný
called       - 1 -	called      nazývaný, (na)zvaný
comparative       - 4 -	comparative      1. poměrný 2. porovnávací, přirovnávací, sronvnávací 3. ve druhém stupni (ling.) 4. druhý stupeň
crucial       - 1 -	crucial      klíčový
flying       - 7 -	flying      1. létající, létavý 2. letící 3. letmý (krátký) 4. letecký 5. letmý, s letmým startem 6. létání, cestování letadlem 7. pilotování
changing       - 1 -	changing      proměnlivý, měnící se
located       - 1 -	located      situovaný, umístěný
mandatory       - 1 -	mandatory      povinný (předepsaný)
mode       - 3 -	mode      1. způsob 2. režim (fungování) 3. modus (nejčetnější hodnota ve sledované množině)
of       - 2 -	of      1. z, nad, od  2. vyjádření druhého pádu
renewal       - 3 -	renewal       1. obnovení 2. prodloužení (platnosti) 3. obnova, obroda (zchátralé čtvrti ap.)
revised       - 1 -	revised      přepracovaný, aktualizovaný, upravený
sold       - 1 -	sold      prodaný
spending       - 2 -	spending      1. výdaje, útrata 2. utrácení
actual       - 2 -	actual      1. opravdový 2. současný, nynější
conducted       - 3 -	conducted                1. vedený 2. dirigovaný 3. s průvodcem
considered       - 1 -	considered                dobře uvážený, promyšlený (názor ap.)
corresponding       - 1 -	corresponding      odpovídající, příslušný, shodující se, souhlasný
furthermore       - 1 -	furthermore      navíc, nadto, mimoto
newly       - 1 -	newly      čerstvě, nově
nude       - 3 -	nude      1. nahý, obnažený, nahatý 2. holý (smlouva ap.) 3. akt
offensive       - 4 -	offensive      1. urážlivý 2. útočící 3. útok 4. odporný
bunch       - 8 -	bunch      1. banda (slang.) 2. trs, hrozen, chumel 3. svazek 4. pěkných pár (slang.) 5. (na)řasit se (část oděvu ap.) 6. svázat do kytice, dát do trsu, utvořit chomáč 7. stísnit (lidi ap.) 8. trsový
force       - 5 -	force      1. donutit, přinutit (sb to do)  2. vnucovat (sth on)  3. (za)tlačit, (za)sunout (silou), vtlačit (sth into)  4. násilím otevřít, vypáčit, vyrazit 5. síla, mohutnost
jet       - 7 -	jet      1. tryskání, výtrysk, výstřik 2. proudový 3. tryska 4. tryskáč (slang.) 5. tryskat 6. tryskový 7. proud (z trysky)
probe       - 6 -	probe      1. prošetřovat, zjišťovat informace 2. sondovat 3. pročesávat 4. oťukávat (si) 5. prošetřování 6. sonda (med.)
sacred       - 3 -	sacred      1. posvátný 2. církevní 3. svátostný
statute       - 2 -	statute      1. zákon (oficiálně schválený) 2. předpis, úřední ustanovení
affected       - 3 -	affected      1. strojený (chování) 2. zasažený (nepříjemnou zprávou ap.) 3. postižený (nemocí)
alert       - 6 -	alert      1. ve střehu  2. upozornit, zalarmovat    3. bdělý  4. ostražitý    5. poplach, stav pohotovosti, zvýšená ostražitost 6. vědomý si (alert to)
bush       - 3 -	bush      1. keř, křoví, křovina 2. buš 3. nevyholené pohlaví
gay       - 3 -	gay      1. homosexuál(ní) 2. veselý (osoba, kresba ap.) 3. děsný (slang.)
prime       - 6 -	prime      1. hlavní 2. prvotřídní 3. typický 4. nejlepší léta, vrchol sil 5. seznámit koho s čím, instruovat, poučit 6. prvočíslo
rod       - 7 -	rod      1. prut (i rybářský) 2. tyč(ka) 3. tyčinka (buňka sítnice oka) 4. táhlo 5. bouchačka (US slang.) 6. péro (penis, slang.) 7. nivelační lať (US)
suspension       - 6 -	suspension      1. pozastavení, přerušení, odklad 2. zproštění úřadu 3. závěs, zavěšení (kol auta) 4. odpružení  5. závěsný, visutý 6. odpružený
tune       - 4 -	tune      1. melodie, popěvek, nápěv 2. čistý tón/zvuk (nástroje) 3. soulad 4. (na/vy/do/s)ladit
dad       - 1 -	dad      tatínek, táta, taťka (hov.)
school       - 7 -	school      1. škola 2. vyučování 3. školní 4. (vy/za)školit 5. cvičit (koně na závody ap.) 6. hejno (ryb, delfínů ap.) 7. utvářet hejno, plavat v hejnu
son       - 2 -	son      1. syn, synátor 2. hochu, chlapče (oslovení mladšího muže, slang.)
sport       - 9 -	sport      1. sport 2. sportovní 3. férový chlap (slang.) 4. kámo (AusE, oslovení mezi muži) 5. playboy (US slang.) 6. stavět na odiv (oděv ap.) 7. sportovat 8. legrace 9. dělat si legraci, vysmívat se
birthday       - 2 -	birthday      1. narozeniny 2. narozeninový
how       - 2 -	how      1. jak, jakým způsobem 2. jaký, jaké (o průběhu)
teacher       - 1 -	teacher      učitel, vyučující
breakfast       - 2 -	breakfast      1. snídaně 2. (po)snídat
long       - 5 -	long      1. dlouho, dlouze 2. dlouhý (o čase i vzdálenosti) 3. daleký (cesta) 4. dlouho- jaký (long-acting ap.)  5. (hud.) dlouhá nota
newspaper       - 2 -	newspaper      1. noviny 2. novinový
sister       - 2 -	sister      1. sestra 2. sesterská
hour       - 2 -	hour      1. hodina (60 minut, i ve škola ap.) 2. období, údobí (kniž.)
conversation       - 1 -	conversation      (roz)hovor, rozmluva, konverzace s kým o čem
firm       - 9 -	firm      1. firma, podnik 2. pevný, tvrdý (materiál) 3. stabilní (žebřík ap.) 4. neústupný, pevný (hlas ap.) 5. jistý, pevný (důkaz, pozice ap.) 6. pevně (stát ap.) 7. zpevnit, udusat co (půdu ap. ) 8. upevnit, připevnit 9. (pevně) stisknout, sevřít
section       - 8 -	section      1. oddělení, úsek 2. odstavec (zákona ap.) 3. (prů)řez (budovou, stonkem ap.) 4. odkrojek, odřezek 5. (roz)kouskovat, rozčlenit 6. rozříznout (med.) 7. oddílový, sekční, úsekový 8. řezový (řezná plocha)
talent       - 3 -	talent      1. nadání, vloha 2. talent (osoba) 3. talentovaný
understand       - 2 -	understand      1. (po)rozumět komu/čemu 2. chápat, pochopit, mít pro koho/co pochopení
world       - 3 -	world      1. svět, země(koule) 2. říše (přen., zvířat ap.) 3. světový
parent       - 3 -	parent      1. rodič 2. mateřský 3. matečný (rostlina, hornina)
mean       - 9 -	mean      1. znamenat 2. mínit 3. obnášet 4. mít v úmyslu 5. skoupý, lakomý, lakotný 6. podlý, zlý 7. průměr 8. (pro)střední 9. dost dobrý (slang.)
look       - 6 -	look      1. (po)dívat se, pohlédnout, hledět na k/c 2. mít výhled, být otočen čelní stranou kam 3. nahlédnout 4. pohled, podívání (se) 5. vzhled, vzezření 6. vyhlížet
opportunity       - 1 -	opportunity      příležitost
partner       - 3 -	partner      1. partner 2. společník 3. být/učinit partnerem
visitor       - 2 -	visitor      1. návštěvník 2. přelétavý pták (zdržující se jen v době přeletu)
even       - 7 -	even      1. dokonce, i (v kladných větách), ani (po záporu) 2. ještě (méně, více ap.)  3. rovnoměrný (hodnota) 4. vyrovnaný, uhlazený, hladký (dobře uspořádaný) 5. sudý 6. stejný 7. rovný (jako plochý i v mat.)
hotel       - 1 -	hotel      hotel(ový)
serve       - 5 -	serve      1. (po/o)sloužit 2. být pro kolik osob/na kolik porcí 3. doručit (obsílku ap.) 4. odpykat si, odsedět si 5. podání
pound       - 1 -	pound      libra (měna i váha 0,454 kg)
stop       - 8 -	stop      1. přestat, nechat 2. zastavit, zabránit, zarazit 3. zastavení 4. zastávka 5. zarážka 6. zastavit se (na návštěvu ap., slang.) 7. schytat (ránu ap., slang.) 8. chytit (kulku, slang.)
buy       - 4 -	buy      1. (na)koupit (si), zakoupit (si), kupovat 2. (přen.) (vy)koupit 3. zbaštit, sežrat (nápad ap.) (hov.) 4. koupě (dobrá ap.), nákup (výhodný)
shirt       - 3 -	shirt      1. košile 2. dres (fotbalový ap.) 3. košilový
tomorrow       - 2 -	tomorrow      1. zítra, nazítří 2. zítřek
try       - 7 -	try      1. snažit se, pokusit se 2. zkusit, vyzkoušet 3. soudit, soudně projednávat 4. ozkoušet 5. pokus, zkouška 6. vyzkoušení si 7. pětka (v ragby, položení petky)
wear       - 7 -	wear      1. nosit, mít na sobě  2. mít (výraz)  3. opotřebovat se, obnosit (se), prodřít (se)  4. prošlapat (v botě, ponožce ap.)  5. oděv, oblečení (podle účelu)  6. nošení (šatů)  7. opotřebení, obnošenost
special       - 3 -	special      1. zvláštní, speciální 2. mimořádný (zasedání ap.) 3. zvláštní produkt/program (běžně nevyráběný)
university       - 3 -	university      1. univerzita, VŠ 2. akademická obec 3. univerzitní, vysokoškolský
lead       - 14 -	lead      1. vést (v čele, za ruku, určitý život ap.)  2. svést, odvést, dovést 3. vedení (závodu)  4. náskok 5. příklad 6. vodítko (pro řešení, psa)  7. vedoucí 8. olovo 9. kulka (hov.)  10. tuha (tužky)  11. olovnice 12. olověný 13. zalít olovem 14. zatížit olovem
run       - 16 -	run       1. běžet, účastnit se závodu (běžeckého) 2. vést (silnice) 3. téct (řeka) 4. pořádat, provozovat 5. zprovoznit, fungovat (motor ap.) 6. platit, jít trvat (smlouva ap.) 7. napustit (vanu), pustit (vodu, kohoutek) 8. pouštět (barvu, oděv) 9. kandidovat 10. publikovat 11. zkoušet, testovat 12. běh 13. jízda, cesta 14. období čeho, řada 15. bod (v baseballu) 16. provážet (pašovat drogy ap., slang.)
team       - 5 -	team      1. tým, družstvo, mužstvo 2. spřežení, potah 3. utvořit tým 4. jet se spřežením  5. týmový
sell       - 6 -	sell       1. prodat co komu 2. prodávat co (obchod určitý druh zboží) 3. prodávat se za kolik 4. jít na odbyt 5. prodávání, prodej(ní metody) (způsob prodeje) 6. fligna (slang.)
cooperative       - 4 -	cooperative      1. družstvo 2. družstevní 3. nápomocný, spolupracující 4. společný (vlastnictví ap.)
down       - 18 -	down      1. (dolů) z, po 2. pod, níž než 3. podél (cesty ap.) 4. na dřevo (hov. platit) 5. dole, dolů 6. níž(e) 7. platí, jasně 8. lehni! 9. na dně (slang.) 10. mimo provoz 11. neschopný boje 12. spořádat 13. sestřelit (letoun) 14. chmýří, prachové peří 15. jemné chloupky, ochmíření (bot.) 16. levnější, zlevněný (slang.) 17. zasažený, neschopný boje (voják.) 18. sestřelený (letoun, slang.)
extra       - 3 -	extra      1. další, (jsoucí) navíc, nadstandardní 2. nezahrnutý v ceně, jsoucí zvlášť 3. mimořádný, zvláštní
hope       - 2 -	hope       1. naděje na co, přání 2. doufat
lamp       - 2 -	lamp      1. lampa, svítilna 2. (tech.) žárovka
month       - 1 -	month      měsíc (kalendářní)
room       - 1 -	room      pokoj, prostor, místnost, komora
song       - 3 -	song      1. píseň 2. písnička 3. zpěv (ptačí)
tape       - 9 -	tape      1. pásek, páska (magnetická ap.) 2. kazeta 3. cílová páska 4. lepící páska 5. pásmo (měřící) 6. metr (ktejčovský) 7. nahrát (se), nahrávat (se) 8. páskovat (opatřovat páskou) 9. (za/při/s)lepit páskou
wall       - 7 -	wall      1. zeď, stěna 2. hradba 3. nástěnný, stěnový 4. obestavěný (zdí) 5. obehnat zdí, obezdít 6. rozdělit zdí 7. zazdít (otvor, člověka)
call       - 12 -	call      1. říkat, nazývat, oslovovat 2. odpískat 3. (za/vy)volat 4. zatelefonovat 5. svolat 6. předvolat 7. (za)stavit se, navštívit 8. (z)volání 9. výzva, vyzvání 10. zavolání, telefonát, hovor 11. krátká návštěva 12. poptávka po (for)
center       - 8 -	center      1. střed (pokoje, pozornosti ap.) 2. středisko 3. centrum (města) 4. centr (sport.) 5. středový, centrální 6. (vy)centrovat, vystředit, vystřeďovat 7. soustředit (se)   8. nacebtrovat (míč ap.)   (GB - centre)
cross       - 9 -	cross      1. křížek 2. kříž 3. kříženec 4. centr (přihrávka) 5. přejít, překročit 6. křižovat se 7. zkřížit (ruce, cestu, živočišné druhy ap.) 8. naštvaný 9. nepoctivý (slang.)
noise       - 4 -	noise      1. hluk, rámus, lomoz, kravál 2. zvuk (vydávaný činností ap.) 3. šum, rušení (signálu) 4. hlukový
open       - 11 -	open      1. otevřít (se) 2. rozevřít 3. ústit, vyúsťovat 4. zahájit 5. vynést kartu, zahájit sázky 6. otevřený 7. napřímený (postoj s vypjatou hrudí) 8. ochotný naslouchat 9. rozepnutý 10. rozepnout 11. otevřeno (obchod ap.)
red       - 5 -	red      1. červený, rudý 2. zarudlý (oči od pláče) 3. zrzavý 4. červené (víno) 5. komouš (slang.)
remember       - 4 -	remember      1. pamatovat si, vzpomínat se 2. vzpomenout si 3. nezapomenout udělat, pamatovat na 4. připomínat si koho
week       - 1 -	week      týden
yellow       - 5 -	yellow      1. žlutý 2. (ze/za)žloutnout 3. žloutek 4. žluťásek 5. podělaný (slang.)
sweet       - 5 -	sweet      1. sladký 2. super!, paráda! (i ironicky, slang.) 3. dezert, moučník (GB, hl. v restauraci) 4. slaďoučký (dítě ap., slang.) 5. sladce
airport       - 2 -	airport      1. letiště 2. letištní
photograph       - 2 -	photograph      1. fotografie 2. fotografovat
send       - 6 -	send      1. poslat, zaslat odeslat 2. vyslat 3. vysílat (signál ap.) 4. hřeben vlny 5. zhoupnout se dopředu (loď po vlně) 6. dostat, odrovnat (slang.)
territory       - 3 -	territory      1. území 2. sféra, doména, parketa (vědecká, vědomostní) 3. obranné pásmo (sport.)
sad       - 3 -	sad      1. smutný 2. neradostný 3. ubohý (o člověku bez respektu i nedostatečný, nežádoucí, slang.)
restaurant       - 1 -	restaurant      restaurace, restaurační
translate       - 4 -	translate      1. přeložit, překládat 2. proměňovat se 3. přenést (obrazec) 4. přeměnit (se), proměnit (se) v co
weekend       - 1 -	weekend      víkend(ový)
jam       - 10 -	jam      1. marmeláda, džem 2. nacpat 3. zaseknout se, zadřít se, vzpříčit se (mechanismus) 4. ucpat (auta silnici) 5. dopravní zácpa 6. průšvih (slang.) 7. jamování 8. tlačenice (v autobuse ap.) 9. zadření (stroje) 10. uvíznutí (archu papíru ap.)
local       - 8 -	local      1. místní, zdejší 2. (med.) lokální (umrtvení ap.) 3. místní člověk 4. (místní) lokál 5. lokálka (místní vlak, autobus) 6. obecní (zastupitelstvo ap.) 7. lokální umrtvení 8. dějiště
paper       - 9 -	paper      1. papír 2. noviny 3. přednáška 4. slohová práce  5. písemka 6. papírový 7. (existující) pouze na papíře 8. (vy)tapetovat 9. tapety (hov.)
shopper       - 1 -	shopper      nakupující, zákazník
tin       - 7 -	tin      1. konzerva 2. plechovka 3. cín(ový) 4. plechová dóza/krabice 5. plech (na pečení) 6. pocínovat 7. chechtáky (slang.)
back       - 11 -	back      1. (na)zpět, zpátky, dozadu 2. záda, hřbet 3. zadní část, vzadu 4. opěradlo 5. rub 6. obránce 7. zadní 8. vycouvat (auto)  9. podporovat 10. podlepit 11. doprovázet (kapela zpěváka)
drive       - 14 -	drive       1. řídit 2. (za/do/s/vy)vézt 3. pohánět 4. hnát, zahnat, vyhnat, vehnat 5. zatnout, zatít, zaseknout (sekeru ap.) 6. zatlouct 7. zatlačit  8. zarazit, zarážet, vrazit 9. zajiždět (dostávat se kam) 10. zajet 11. vyjížďka, projížďka, jízda 12. mechanika (výp.) 13. pohon, náhon 14. příjezdová cesta
service       - 10 -	service      1. služba 2. pravidelný spoj, obslužnost 3. vojenská služba 4. obsluha 5. bohoslužba 6. podání 7. prohlídka 8. organizace pro služby veřejnosti 9. služební, obslužný 10. servisovat
war       - 4 -	war      1. válka, válčení 2. válečnictví, válečné umění 3. válčit 4. válečný
exception       - 1 -	exception      výjimka
technology       - 1 -	technology      technologie, technika
cut       - 14 -	cut      1. (o/roz)řezat, (po)krájet 2. říznout se, pořezat se 3. stříhat, zastřihnout, přistřihnout, střihnout 4. sekat 5. zkrátit, redukovat 6. sejmout (karty) 7. (zá)řez 8. říznutí, řezná rána 9. stříhání 10. škrt, redukce 11. (se)střih 12. přerušení (dodávky ap.) 13. řízek 14. podíl z (hov.) 15. přestat s čím (slang.) 16. zředit (pití, drogy, slang.) 17. zdekovat se (slang.)
fly       - 12 -	fly      1. (zool.) moucha, muška 2. muška (rybářská návnada) 3. letět/létat (pták ap.) 4. letět s čím (jako pilot) 5. poslat letecky koho/co kam (zásoby ap.)  6. vlát, poletovat (vlasy ve větru ap.) 7. vyvěsit co (vlajku) 8. let, létání 9. dost dobrž (moderní ap., US slang.) 10. bystrý (GB) 11. křídlový, křídlatý 12. atraktivní, sexy (slang.)
heavy       - 7 -	heavy      1. těžký 2. silný 3. hustý (hmota) 4. gorila, těžká váha (slang.) 5. těžce, ztěžka, obtížně 6. komplikovaný (slang.) 7. padouch (slang.)
map       - 3 -	map      1. mapa 2. (z)mapovat 3. ksicht (slang.)
moment       - 2 -	moment      1. okamžik, chvilka 2. moment (fyz.)
river       - 3 -	river      1. řeka 2. proud(y), potoky 3. (po)říční
season       - 5 -	season      1. roční období/doba 2. sezóna 3. ochutit, okořenit 4. sezónní vstupenka/jízdenka (slang.) 5. ochucení, dokořenění (slang.)
summer       - 5 -	summer      1. léto 2. letní 3. (s)trávit léto 4. nechávat v létě venku, pást přes léto (ovce ap.) 5. období největších úspěchů
tourist       - 3 -	tourist      1. turista 2. turistický 3. turistická třída (zkr.)
wood       - 8 -	wood      1. dřevo, dříví 2. les 3. dřevěný dechový nástroj 4. dřevěné sudy 5. dřevěný, dřevitý 6. golfová hůl s dřevěnou hlavicí 7. dřevěné sudy 8. dřevěný dechový nástroj
cover       - 14 -	cover       1. (při)krýt, (za)krýt co 2. pokrýt, zakrýt (hlavu ap.) 3. urazit, ujít, ujet (vzdálenost) 4. krýt (palbou) 5. pokrývat (zákon ap.) 6. podávat zprávy 7. zaskočit za (nemocného zaměstnance)  8. krytí (palbou ap.) 9. úkryt, skrýš, kryt 10. krytí (finanční, pojistné) 11. potah, povlak (ochranný - na nábytek ap.) 12. obal (knihy) 13. obálka 14. kryt, víko, víčko
thick       - 8 -	thick      1. tlustý 2. hustý (les ap.) 3. plný čeho (kouře ap.) 4. pokrytý silnou vrstvou 5. zastřený (hlas) 6. natvrdlý (slang.) 7. tlustě, v tlusté vrstvě 8. tlustá část 9. nadměrný, přílišný (slang.) 10. hutný (omáčka ap.)
lack       - 2 -	lack      1. nedostatek  2. postrádat co, nedostávat se
line       - 20 -	line      1. linka, čára 2. vráska  3. řádek, řada 4. fronta 5. hranice 6. šňůra, provaz, vlasec 7. trať, linka 8. text role (divadelní, filmové)  9. dopravce 10. sortiment, druh zboží 11. rodinná linie 12. obor, odvětví 13. linka (telefon, elektřina ap.)  14. vyložit co čím (materiálem ap. )  15. opatřit podšívkou 16. lemovat 17. hláška (slang.) 18. styl, gusto (slang.) 19. kec (slang.) 20. lajna (dávka kokain připravená ke šňupání, slang.)
sing       - 3 -	sing      1. (za)zpívat, (za)pět 2. zanotovat si 3. zpívat (u výslechu, slang.)
tree       - 6 -	tree      1. strom 2. stromový diagram 3. obuvnické kopyto 4. zahnat na strom 5. stromový  6. zahnat do úzkých (US slang.)
village       - 2 -	village      1. vesnice, ves, dědina 2. vesnický
unemployment       - 1 -	unemployment      nezaměstnanost
designer       - 4 -	designer      1. návrhář 2. intrikán 3. značkový, od známého návrháře 4. módní
real       - 6 -	real      1. skutečný, opravdový 2. pravý, nefalšovaný 3. pořádný (se všemi charakteristikami) 4. učiněný 5. úplný, skutečný (zdůraznění, slang.) 6. skutečně, fakt(icky), moc (těžký ap., US slang.)
regular       - 8 -	regular      1. pravidelný 2. stálý (návštěvník ap.) 3. stejnoměrný (rytmus ap.) 4. podle pravidel, regulérní 5. řádný (člen ap.) 6. štamgast (slang.) 7. hráč základní sestavy (pravidelně nastupující) 8. úplný, naprostý (slang.) 9. dobrý (člověk, US slang.)
success       - 1 -	success      úspěch, zdar
surprise       - 3 -	surprise      1. překvapit, udivit 2. překvapení 3. překvapivý
break       - 16 -	break      1. rozbít (se), zlomit (se), přelomit (se), přetrhnout (se) 2. porušit (se), rozrušit (povrch, obal ap.) 3. porouchat (se), polámat (se), pokazit (se) 4. porušit, nedodržet (slovo, zákon, slib)  5. prolomit, udělat průlom (ve výzkumu ap.)  6. rozejít se s kým/čím 7. provalit se (informace ap.)  8. překonat (rekord)  9. lámat se, tříštit se (vlna ap.)  10. zlomenina 11. zlom, průlom 12. přestávka, pauza 13. krátká dovolená 14. brejk (sport.) 15. příležitost (slang.) 16. pauza
draw       - 12 -	draw      1. (na)kreslit, (na)rýsovat 2. blížit se (vlak, zkoušky ap.)  3. vyvodit (závěry, poučení)  4. brát, čerpat (inspiraci ap.)  5. vyvolat (reakci, kritiku)  6. přitáhnout (pozornost)  7. remizovat 8. vytáhnout (dopis ap.)  9. zatáhnout/roztáhnout (záclony ap.)  10. zatáhnout (za ruku ap.)  11. remíza 12. losování, tah
math       - 1 -	math      matika (US)
mathematics       - 2 -	mathematics      1. matematika  2. (vý)počty (týkající se dané oblastí - odvodu daní ap.)
forest       - 4 -	forest      1. les 2. zalesnit 3. les, záplava čeho (přen.) 4. lesní
surrounding       - 1 -	surrounding      okolní, obklopující, kolem stojící
yield       - 8 -	yield      1. ustoupit, poddat se (tlaku ap.) 2. dát přednost (v jízdě ap.) 3. povolit (pod tlakem ap.) 4. vynášet, (vy/při)nést (investice ap.) 5. plodit 6. výnos, výtěžek 7. výnosový (ve spojeních) 8. dej přednost v jízdě
hundred       - 2 -	hundred      1. sto(vka) 2. stovka (bankovka)
sea       - 2 -	sea      1. moře 2. mořský
tell       - 4 -	tell      1. říci, říkat, povědět 2. vykládat, vyprávět 3. mluvit o čem, vypovídat o (jevit jasné známky, fakta mluví ap.) 4. sídlištní mohyla, tell (pozůstatky pravěkého sídliště)
mount       - 10 -	mount      1. zahájit 2. stupňovat se 3. přibývat, hromadit se 4. vystoupit (na schody)  5. nasednout (na koně, schody ap.)  6. (na/při)montovat 7. preparát (sklíčko se vzorkem)  8. stojan  9. vypreparovaná trofej 10. hora
agriculture       - 1 -	agriculture      zemědělství, agrárnictví
island       - 3 -	island      1. ostrov 2. ostrůvek (přen.) 3. tvořit ostrov
vacation       - 9 -	vacation      1. prázdniny 2. dovolená 3. volno 4. uvolnění, vyklizení (bytu ap.) 5. oddechový čas 6. doba strávená ve vězení (US) 7. být na dovolené 8. prázdninový 9. dovolenkový
zone       - 2 -	zone      1. pásmo 2. rozdělit na zóny, územně rozdělit
agricultural       - 1 -	agricultural      zemědělský, rolnický, hospodářský
show       - 17 -	show      1. ukázat, ukazovat 2. znázorňovat, zachycovat co 3. zavést, uvést koho kam 4. předvést komu jak (u)dělat co 5. být vidět, ukázat (se) 6. projevit, prokázat, projevit se 7. jevit co (známky čeho ap.) 8. vykázat, vykazovat 9. objevit se, ukázat se kde (slang.) 10. dávat (hru ap.) 11. vystavovat, předvádět 12. skončit mezi prvními třemi 13. projev, demonstrace, ukázka čeho (citu, vlastnosti ap.) 14. zábavný pořad 15. výstava, přehlídka 16. předváděcí (dům ap.) 17. kynout (těhotná, slang.)
specialist       - 2 -	specialist      1. odborník 2. odborný
competition       - 1 -	competition      soutěž(ení), soupeření
corporation       - 3 -	corporation      1. velká organizace 2. městské zastupitelstvo 3. panděro (slang.)
economy       - 4 -	economy      1. ekonomie, hospodářství 2. hospodárnost, úspornost 3. šetrnost, spořivost 4. úsporný
manufacturer       - 1 -	manufacturer      výrobce (větší)
plant       - 6 -	plant      1. rostlina 2. závod 3. zasadit, (o/po)sázet 4. nastražit  umístit, dát (bombu ap.) 5. nastrčit, podstrčit 6. rostlinný
lion       - 2 -	lion      1. lev 2. lví
region       - 3 -	region      1. oblast, kraj(ina) 2. sféra 3. partie (tělesná)
return       - 11 -	return      1. (na)vrátit se kam/odkud 2. vrátit co 3. opětovat 4. opáčit 5. returnovat 6. vynést co (rozsudek) 7. mít návratnost 8. návrat 9. (na)vrácení čeho 10. návratnost (investic) z čeho 11. zpáteční
spread       - 18 -	spread      1. rozprostřít, rozvinout (se), rozptýlit (se), roztáhnout (se) 2. roztáhnout, rozpřáhnout, rozpřahovat (ruce ap.) 3. rozvalit se, natáhnout se 4. rozetřít (po čem), namazat, natřít, nanést 5. roznést (se), rozšířit (se), rozhlásit (se) (zpráva ap.) 6. zavlést (nákazu ap.) 7. šířit se, rozšiřovat se (oheň ap.), táhnout se (zápach z ledničky ap.) 8. prostřít, prostírat (stůl) 9. pomazánka 10. (roz)šíření (zprávy, infekce ap.) 11. rozšiřování (vlivu ap.) 12. rozpětí (zájmů ap.) 13. žranice (hodně jídla, slang.) 14. velký ranč (slang.) 15. dvojstrana (časopisu ap.) 16. cenové rozpětí (akcií na burze ap.), rozpětí mezi cenou nabídky a poptávky 17. přehoz 18. zanášet se (dostávat se ke komu)
suggestion       - 3 -	suggestion      1. návrh 2. náznak 3. sugesce
original       - 4 -	original      1. původní, prvotní 2. nápaditý 3. originál 4. výstřední člověk
property       - 5 -	property      1. majetek 2. vlastnický 3. vlastnost 4. nemovitost, realita 5. rekvizita
combine       - 5 -	combine      1. sloučit (se) 2. slučovat v sobě co 3. skloubit, (z)kombinovat 4. koncern 5. kombajn
